Movie_ID,Genre,Release_Year,Runtime_Minutes,Budget_Million,Marketing_Million,Opening_Weekend_Million,Theater_Count,IMDb_Rating,Critic_Score,Audience_Score,Star_Power,Franchise,Sequel,Box_Office_Revenue_Million
577,Action,2021,140,52.67,16.57,48.61,2518,6.9,77,77,5.6,Yes,Yes,939.49
578,Drama,2015,121,64.51,32.22,40.61,3561,5.9,60,64,3.5,No,No,286.21
579,Adventure,2016,113,116.92,47.37,58.43,2688,8.0,96,90,4.1,Yes,Yes,1200.0
580,Action,2017,104,47.08,22.76,36.68,1236,6.8,71,87,6.3,No,No,465.51
581,Adventure,2024,144,34.49,12.06,15.73,1394,7.1,63,79,8.7,No,No,357.66
582,Thriller,2023,111,40.15,14.62,26.11,2167,7.5,73,90,5.2,Yes,No,424.02
583,Action,2017,165,109.05,22.66,73.54,3295,9.3,98,99,7.7,No,No,1029.9
584,Animation,2020,91,206.23,95.61,120.53,3330,7.3,87,80,9.0,No,No,1200.0
585,Sci-Fi,2023,121,23.42,7.44,11.95,1895,6.9,68,76,3.7,No,No,244.36
586,Animation,2022,143,26.99,9.45,35.86,2385,6.1,67,85,8.5,No,No,422.47
587,Fantasy,2011,101,49.28,22.87,60.34,1761,8.3,79,94,8.1,Yes,Yes,947.95
588,Sci-Fi,2018,110,59.11,23.03,24.78,2026,7.0,88,87,4.9,No,No,480.25
589,Animation,2016,128,91.73,21.14,52.92,2042,8.4,98,99,9.9,Yes,No,1015.6
590,Sci-Fi,2013,123,30.82,11.9,30.07,2666,8.0,98,81,4.1,Yes,Yes,702.73
591,Sci-Fi,2013,126,27.56,8.63,27.27,2819,6.7,85,72,4.0,Yes,Yes,615.33
592,Horror,2020,138,60.16,20.32,34.08,1552,6.0,77,75,8.2,Yes,No,395.74
593,Drama,2017,108,46.5,7.5,10.9,2147,7.3,60,66,5.5,No,No,175.69
594,Drama,2013,144,100.45,23.51,45.3,3408,6.6,76,76,4.6,No,No,375.95
595,Horror,2022,81,75.5,19.81,26.37,2679,7.1,74,75,3.4,No,No,274.06
596,Adventure,2024,137,78.91,34.34,66.99,2266,7.9,96,99,8.1,Yes,Yes,1200.0
597,Comedy,2015,138,51.39,7.94,21.86,1489,5.8,41,73,8.3,No,No,203.09
598,Adventure,2014,100,254.29,79.72,143.76,4665,7.3,83,96,6.5,No,No,1200.0
599,Action,2012,86,31.91,16.58,44.8,2267,7.7,83,89,9.7,Yes,Yes,891.73
600,Action,2022,110,81.81,15.93,25.94,1800,7.7,96,88,4.5,No,No,544.37
601,Sci-Fi,2023,123,24.1,8.59,35.49,2612,6.0,83,69,3.8,No,No,398.6
602,Animation,2019,108,27.37,12.72,31.35,1246,7.4,73,81,7.4,No,No,376.78
603,Animation,2020,125,37.06,19.53,39.97,2023,8.1,80,99,8.1,No,No,451.83
604,Drama,2011,154,158.6,71.17,54.27,3095,7.4,84,93,3.8,No,No,480.71
605,Romance,2018,88,65.29,28.61,49.84,3197,7.0,95,72,2.6,No,No,263.16
606,Adventure,2019,76,37.47,18.01,27.18,2007,8.0,89,99,8.5,Yes,No,718.52
607,Fantasy,2018,114,70.16,23.05,46.86,2299,6.5,60,73,9.8,No,No,675.83
608,Thriller,2010,101,56.27,26.58,31.05,1625,5.9,61,74,7.2,Yes,Yes,490.96
609,Animation,2019,105,39.95,6.12,18.97,1839,6.9,79,89,4.2,No,No,351.51
610,Thriller,2012,140,22.19,11.53,34.13,1591,7.5,85,73,10.0,No,No,327.71
611,Sci-Fi,2017,113,140.1,45.86,93.0,2678,7.9,80,84,9.1,No,No,1142.15
612,Thriller,2015,114,63.04,23.41,30.72,2371,7.5,77,99,6.1,No,No,362.92
613,Fantasy,2014,106,225.94,56.93,103.67,2616,7.8,76,88,8.6,No,No,1200.0
614,Horror,2014,114,101.35,45.3,70.47,1957,7.9,98,99,8.5,No,No,509.05
615,Fantasy,2015,120,78.7,14.22,52.7,2453,6.8,68,76,9.5,No,No,653.1
616,Thriller,2024,171,41.45,20.69,26.05,2234,7.0,73,81,8.7,No,No,341.83
617,Fantasy,2016,121,26.99,12.99,31.51,1926,8.1,84,99,7.1,No,No,470.03
618,Comedy,2010,138,47.74,11.29,51.53,2209,6.1,53,77,6.9,Yes,Yes,488.05
619,Sci-Fi,2018,119,26.48,12.54,26.97,1834,7.4,73,83,5.7,No,No,402.85
620,Adventure,2012,75,83.93,38.99,45.44,2546,6.5,85,71,7.0,No,No,772.58
621,Horror,2013,104,158.94,64.03,78.46,3448,8.0,76,87,8.4,Yes,Yes,914.6
622,Animation,2019,121,46.42,13.9,51.15,2431,7.1,69,94,9.8,No,No,595.51
623,Action,2010,129,101.62,26.28,49.33,2370,7.1,66,90,5.7,No,No,735.35
624,Adventure,2022,119,35.14,8.53,32.12,2574,8.5,92,87,6.6,No,No,577.59
625,Action,2020,133,45.18,12.53,44.77,2285,6.2,89,75,5.6,No,No,491.11
626,Sci-Fi,2019,86,32.38,16.56,30.43,2708,7.3,80,84,7.3,No,No,482.69
627,Horror,2012,116,13.75,2.49,29.17,2640,7.0,79,85,7.0,No,No,268.51
628,Drama,2011,142,53.71,25.86,23.47,1562,7.5,75,82,2.1,No,No,208.49
629,Animation,2011,96,59.79,17.31,37.34,1909,8.6,93,99,6.3,Yes,Yes,831.06
630,Comedy,2023,137,109.96,39.44,39.52,3196,6.6,86,78,2.7,Yes,Yes,695.77
631,Drama,2010,136,92.24,43.15,43.33,1798,6.1,70,76,2.2,No,No,278.03
632,Sci-Fi,2017,90,93.05,46.87,53.47,3348,6.5,94,70,8.3,No,No,779.66
633,Adventure,2012,122,29.2,8.41,14.95,1891,6.9,90,74,4.1,Yes,Yes,482.1
634,Comedy,2025,118,74.14,24.82,35.35,2755,7.2,79,99,4.7,No,No,360.73
635,Fantasy,2012,111,153.86,48.59,80.56,3127,7.2,79,99,2.5,Yes,Yes,1200.0
636,Thriller,2015,84,70.4,10.93,40.33,1737,8.5,98,96,3.4,No,No,451.94
637,Comedy,2022,110,180.53,48.45,115.05,3953,8.4,93,99,8.1,Yes,Yes,1200.0
638,Sci-Fi,2017,112,204.31,68.17,96.48,5000,8.1,98,99,5.9,Yes,No,1200.0
639,Romance,2022,81,46.19,14.52,32.26,1958,9.1,98,97,9.0,Yes,No,375.18
640,Thriller,2024,89,34.96,15.34,28.07,1953,7.8,84,83,5.2,No,No,302.95
641,Action,2018,96,33.53,10.19,38.88,777,8.0,92,98,4.1,No,No,446.65
642,Animation,2018,94,20.53,7.1,23.72,2661,7.7,95,91,4.8,Yes,No,532.45
643,Action,2013,122,39.27,12.64,49.47,2609,7.6,92,84,7.7,No,No,559.44
644,Comedy,2023,133,120.58,53.81,91.97,2019,7.4,90,92,6.4,Yes,Yes,880.54
645,Action,2014,109,13.13,6.5,26.09,886,6.8,63,67,9.2,No,No,349.26
646,Sci-Fi,2011,130,28.02,10.16,17.97,1078,6.1,61,74,6.8,No,No,319.05
647,Fantasy,2020,134,50.64,23.59,18.02,2578,7.0,73,71,5.9,No,No,400.26
648,Adventure,2018,113,31.1,8.36,28.78,2452,7.6,96,77,8.3,No,No,491.93
649,Animation,2017,123,39.04,14.31,34.34,1690,7.2,68,78,9.6,Yes,Yes,796.66
650,Action,2012,111,39.42,11.36,22.6,2404,6.2,85,77,4.8,No,No,405.49
651,Action,2020,93,46.52,14.69,40.56,2298,7.0,86,76,4.0,No,No,468.19
652,Comedy,2021,100,34.23,15.16,36.46,1924,6.9,89,70,6.9,No,No,254.19
653,Adventure,2022,122,32.46,16.32,33.78,2577,7.1,70,87,6.0,Yes,Yes,777.68
654,Drama,2018,113,100.95,20.05,61.31,2106,7.5,84,99,9.9,No,No,368.41
655,Action,2012,130,108.81,43.94,42.78,3353,7.7,88,95,5.7,No,No,844.56
656,Sci-Fi,2018,77,22.42,8.58,28.73,1638,6.7,78,95,2.6,No,No,295.29
657,Romance,2011,82,9.15,1.81,29.86,2773,7.9,90,99,9.8,Yes,Yes,355.72
658,Animation,2021,84,109.79,25.77,76.07,2285,8.0,85,88,8.7,No,No,891.91
659,Action,2019,118,24.74,6.79,27.22,1847,7.4,83,92,3.4,Yes,No,442.04
660,Sci-Fi,2018,87,63.16,13.69,51.28,2398,7.6,94,87,9.2,No,No,652.58
661,Sci-Fi,2024,121,19.88,4.92,33.2,2005,7.9,75,99,4.7,Yes,No,569.96
662,Animation,2017,130,127.85,32.86,50.99,3196,6.2,85,73,5.0,No,No,846.99
663,Drama,2018,145,287.35,81.68,165.4,3743,7.9,97,84,9.3,No,No,906.32
664,Sci-Fi,2014,143,61.94,27.86,43.61,2339,6.5,63,89,6.2,Yes,No,812.98
665,Romance,2020,101,51.74,19.6,32.95,2335,6.5,77,80,3.1,Yes,Yes,355.55
666,Sci-Fi,2020,82,44.61,24.29,40.68,1938,7.3,90,79,5.0,Yes,Yes,880.39
667,Sci-Fi,2011,102,91.42,28.88,55.84,2825,5.4,50,62,7.8,No,No,682.79
668,Sci-Fi,2017,135,79.55,35.92,47.55,1843,7.2,80,78,3.4,No,No,662.32
669,Fantasy,2021,107,105.59,52.65,65.52,2587,7.9,86,82,6.7,No,No,824.7
670,Fantasy,2024,115,36.57,15.42,31.22,1753,5.8,60,66,7.6,Yes,No,561.88
671,Drama,2015,104,68.61,21.59,42.54,2256,8.0,89,95,4.8,No,No,384.75
672,Action,2017,147,38.66,17.45,29.72,2871,6.5,67,78,7.6,No,No,494.62
673,Sci-Fi,2020,95,27.66,6.4,23.64,2782,7.3,95,81,9.1,No,No,410.08
674,Adventure,2014,116,53.55,15.05,27.14,2917,6.7,69,92,5.8,No,No,557.12
675,Action,2025,137,30.2,11.13,42.29,1841,7.6,92,70,5.1,No,No,505.39
676,Drama,2019,152,117.95,44.84,61.82,3315,7.9,70,94,4.0,No,No,447.7
677,Horror,2011,101,31.41,4.99,43.49,2139,7.6,82,87,6.8,No,No,318.73
678,Action,2015,134,69.66,36.78,48.71,2450,7.1,79,74,9.0,Yes,Yes,1105.05
679,Action,2014,102,37.16,15.93,34.38,2096,6.7,73,82,4.6,Yes,No,571.23
680,Thriller,2021,143,65.85,22.93,35.7,3272,7.0,74,80,5.2,No,No,413.93
681,Comedy,2025,150,39.12,20.47,12.64,2835,7.6,77,99,5.3,No,No,208.91
682,Thriller,2022,97,24.29,7.91,24.63,2391,7.7,93,97,6.5,Yes,Yes,428.96
683,Romance,2021,128,75.32,40.84,43.73,2393,7.5,93,99,3.8,Yes,No,483.9
684,Fantasy,2014,137,47.2,16.75,43.65,2245,6.1,68,69,8.6,No,No,511.52
685,Fantasy,2022,109,66.24,12.96,26.95,2661,7.1,68,96,4.4,No,No,403.4
686,Comedy,2010,126,41.62,18.98,42.08,1914,6.6,92,68,7.6,Yes,Yes,486.22
687,Animation,2011,127,23.2,9.78,17.0,2478,7.6,75,87,6.1,No,No,391.07
688,Animation,2017,155,111.21,51.07,63.74,2340,6.5,58,73,6.7,No,No,819.67
689,Drama,2022,76,88.79,47.11,50.61,2795,7.5,63,92,3.4,No,No,387.88
690,Comedy,2025,114,38.05,17.53,39.28,998,6.9,78,86,7.9,Yes,Yes,417.4
691,Action,2023,90,57.55,22.71,15.39,2043,5.6,62,60,3.5,No,No,381.83
692,Animation,2022,115,108.27,53.37,53.65,3813,7.8,96,96,2.9,No,No,749.21
693,Sci-Fi,2012,99,40.86,17.13,45.81,2686,7.1,85,80,6.4,Yes,Yes,869.19
694,Adventure,2019,110,45.2,14.16,44.7,2975,8.1,92,86,7.7,No,No,664.27
695,Action,2012,98,64.44,32.49,24.71,2046,5.8,63,70,2.4,No,No,399.01
696,Romance,2017,118,40.81,9.74,28.38,2219,6.9,88,68,2.6,Yes,No,310.79
697,Sci-Fi,2017,136,96.01,41.85,58.1,3305,6.9,96,89,8.4,No,No,864.42
698,Sci-Fi,2011,108,49.28,24.77,33.27,2560,7.3,91,84,8.5,Yes,Yes,864.27
699,Comedy,2017,144,33.04,14.62,31.76,2352,6.0,63,72,4.0,Yes,Yes,355.64
700,Drama,2020,136,81.69,35.04,53.36,3351,7.5,91,86,6.9,No,No,347.27
701,Romance,2022,156,26.18,11.81,37.47,1515,8.6,90,99,5.5,Yes,Yes,331.14
702,Animation,2022,123,203.77,68.47,94.45,3542,7.5,72,99,7.1,No,No,1200.0
703,Comedy,2010,114,153.85,76.87,102.89,2308,7.2,71,96,8.9,No,No,680.97
704,Animation,2015,83,76.79,17.77,30.52,1944,6.0,64,71,2.6,Yes,Yes,696.91
705,Comedy,2017,99,72.7,14.61,44.51,2991,6.5,74,67,8.2,Yes,Yes,566.48
706,Comedy,2012,111,70.52,18.63,53.01,1976,7.1,98,83,5.9,No,No,395.09
707,Comedy,2025,113,40.02,14.51,28.05,2528,6.7,66,82,6.5,No,No,154.45
708,Drama,2017,162,66.73,23.64,53.39,3230,7.9,98,98,7.2,Yes,No,469.18
709,Comedy,2021,111,30.18,14.43,28.87,1983,7.5,80,90,9.4,Yes,No,360.62
710,Horror,2010,80,76.31,23.8,30.91,2747,9.3,81,96,2.5,No,No,320.95
711,Adventure,2020,128,96.68,33.23,45.95,3042,6.3,66,70,2.2,Yes,Yes,1067.41
712,Animation,2020,127,43.02,6.68,28.61,1576,7.1,91,77,3.4,No,No,379.15
713,Action,2025,106,37.36,11.73,40.16,1828,6.0,71,77,9.9,No,No,517.46
714,Thriller,2018,158,25.01,10.23,19.81,1523,5.3,65,70,7.7,No,No,198.58
715,Romance,2022,77,141.88,22.16,64.64,2809,7.7,98,95,6.9,Yes,No,616.38
716,Fantasy,2020,140,39.34,10.32,25.02,2512,7.5,73,90,2.4,Yes,Yes,538.77
717,Drama,2022,109,48.33,11.27,24.64,1937,6.4,61,57,9.0,No,No,243.8
718,Action,2018,96,66.85,11.15,42.97,2384,7.2,57,68,8.5,Yes,Yes,969.67
719,Sci-Fi,2014,163,66.07,22.58,45.11,1873,6.6,83,77,7.3,Yes,Yes,904.95
720,Horror,2019,130,89.35,19.9,37.19,3217,6.7,81,80,4.7,No,No,301.54
721,Fantasy,2013,109,42.98,19.22,9.29,1914,6.8,83,91,2.6,Yes,Yes,472.21
722,Thriller,2024,109,26.24,12.84,24.22,2798,6.4,60,77,6.6,No,No,288.82
723,Action,2020,121,23.42,8.62,28.37,2041,6.5,57,68,7.8,No,No,433.21
724,Fantasy,2015,106,37.74,20.48,28.47,1436,6.5,60,83,2.8,No,No,311.49
725,Action,2021,141,29.63,9.78,17.96,1981,7.4,73,86,7.1,No,No,328.27
726,Horror,2016,117,45.15,16.04,43.06,1675,4.9,73,57,4.3,No,No,237.61
727,Thriller,2014,135,128.67,70.21,94.71,3253,6.9,87,66,8.1,Yes,Yes,1196.84
728,Sci-Fi,2020,119,43.04,10.44,28.9,2057,6.2,65,75,6.3,No,No,408.0
729,Comedy,2022,132,43.03,22.68,37.66,2269,6.3,74,77,3.0,No,No,258.04
730,Animation,2019,142,54.42,9.1,27.22,2105,6.7,68,70,6.2,No,No,448.9
731,Sci-Fi,2018,149,42.25,13.88,15.54,1903,7.1,83,90,5.2,Yes,No,540.94
732,Comedy,2012,125,52.64,9.37,22.19,1787,6.9,66,87,3.4,No,No,257.4
733,Drama,2024,98,78.17,34.53,52.68,2922,6.2,78,74,8.7,No,No,407.94
734,Adventure,2016,112,97.75,38.45,33.71,2593,7.7,77,89,2.1,No,No,688.95
735,Romance,2019,114,105.58,45.68,40.63,2593,6.4,80,85,4.5,No,No,293.12
736,Romance,2019,104,209.41,62.78,108.94,3586,6.5,69,80,2.1,No,No,619.07
737,Animation,2025,100,79.63,23.71,21.11,2177,7.3,73,79,2.8,No,No,520.19
738,Thriller,2020,118,235.04,39.52,86.61,3760,7.4,98,84,4.4,No,No,893.28
739,Horror,2014,95,33.2,9.63,9.54,2202,6.6,76,83,2.4,Yes,No,268.17
740,Thriller,2023,91,214.15,111.73,59.8,3210,4.8,53,42,6.8,Yes,No,1117.42
741,Horror,2016,81,42.95,12.96,21.84,1742,6.4,80,68,2.7,No,No,263.42
742,Thriller,2024,125,45.79,22.1,29.21,2901,7.2,67,90,7.6,No,No,357.97
743,Adventure,2011,122,50.88,24.78,38.54,2077,7.7,96,99,2.4,No,No,530.58
744,Drama,2013,109,47.71,14.28,28.87,1954,7.0,77,91,2.5,Yes,No,245.65
745,Drama,2011,135,58.16,23.43,43.62,1652,6.7,81,87,4.4,Yes,Yes,432.26
746,Comedy,2023,95,37.72,7.1,38.76,2565,8.9,82,99,9.2,Yes,Yes,465.8
747,Fantasy,2022,123,94.33,18.06,52.62,2121,6.8,72,71,7.1,No,No,623.87
748,Drama,2022,116,38.4,6.51,37.58,2138,7.6,84,86,8.2,No,No,252.74
749,Drama,2021,100,84.22,32.21,30.9,1704,6.0,78,54,3.1,Yes,Yes,325.91
750,Sci-Fi,2016,105,148.47,47.57,87.36,3545,6.2,77,86,8.7,No,No,1091.68
751,Sci-Fi,2011,104,43.61,16.1,17.17,2781,7.6,80,81,2.1,No,No,438.0
752,Comedy,2025,120,92.17,33.04,56.31,2872,7.9,90,86,3.7,Yes,No,597.71
753,Fantasy,2022,127,79.11,22.95,67.64,1745,6.8,89,90,6.9,No,No,649.97
754,Animation,2023,106,237.87,100.14,71.98,4360,5.6,62,53,5.0,No,No,1200.0
755,Sci-Fi,2020,101,39.61,17.96,52.03,1743,7.0,75,71,9.9,Yes,Yes,934.08
756,Animation,2010,118,92.22,14.37,22.34,2044,7.3,62,87,2.2,Yes,Yes,708.86
757,Action,2018,82,19.11,4.45,30.91,1780,7.2,77,89,10.0,Yes,Yes,710.62
758,Sci-Fi,2010,116,39.85,17.35,32.61,1957,6.6,57,77,7.0,No,No,431.4
759,Adventure,2017,146,69.2,21.08,24.95,2170,7.0,77,82,6.5,No,No,528.2
760,Fantasy,2024,101,136.03,56.45,69.7,3661,6.5,83,88,2.5,No,No,898.08
761,Comedy,2011,111,24.79,7.16,8.56,3029,6.2,49,80,4.2,Yes,Yes,250.98
762,Action,2021,135,91.68,28.08,52.18,1941,7.7,97,94,9.4,No,No,747.51
763,Fantasy,2025,130,52.79,11.27,17.18,1931,7.2,77,91,4.8,No,No,356.91
764,Adventure,2017,116,20.46,5.18,20.01,2056,7.0,78,79,7.3,No,No,413.08
765,Fantasy,2022,114,61.89,24.27,52.35,2163,6.7,70,99,10.0,No,No,610.77
766,Adventure,2012,90,167.05,54.0,62.36,3503,7.0,61,61,4.1,No,No,1051.46
767,Adventure,2025,125,26.55,12.21,29.73,2497,7.2,72,97,6.6,No,No,447.78
768,Animation,2015,88,51.21,25.15,26.45,2636,8.5,98,99,7.6,No,No,557.73
769,Thriller,2012,75,28.96,10.62,14.31,2366,7.6,73,90,3.3,No,No,215.17
770,Action,2023,135,40.56,18.39,36.09,2995,6.6,58,79,3.2,Yes,No,606.4
771,Fantasy,2016,123,139.52,38.06,92.27,2261,6.6,75,77,5.7,No,No,920.98
772,Horror,2019,133,46.1,14.57,41.79,2955,6.5,72,87,5.1,No,No,233.98
773,Action,2018,100,136.78,59.51,48.33,2825,6.9,74,81,7.7,No,No,915.44
774,Thriller,2025,124,113.09,34.43,40.03,3210,6.5,73,70,2.6,Yes,No,596.18
775,Action,2011,106,43.45,16.75,27.45,1676,7.5,89,95,9.8,Yes,Yes,838.84
776,Drama,2024,108,39.67,8.89,18.02,1703,5.0,52,76,2.1,Yes,Yes,205.33
777,Horror,2021,134,30.72,11.98,38.35,2408,7.5,85,70,6.8,Yes,No,321.35
778,Thriller,2021,112,30.03,14.85,18.83,1106,7.3,91,99,6.5,No,No,206.25
779,Animation,2024,101,69.19,34.42,27.93,2917,8.1,79,84,3.1,No,No,512.21
780,Fantasy,2023,88,54.3,23.88,21.12,2919,7.8,63,81,3.2,Yes,Yes,703.11
781,Romance,2014,122,36.67,16.44,36.93,2219,6.6,81,67,8.3,Yes,No,325.39
782,Thriller,2022,136,20.1,7.5,29.72,2052,7.7,98,89,9.1,No,No,307.0
783,Comedy,2015,99,58.93,22.62,21.45,1914,7.0,78,70,4.3,Yes,Yes,371.89
784,Fantasy,2013,129,40.53,8.25,22.98,2502,5.6,66,58,5.5,No,No,349.27
785,Thriller,2013,96,48.44,15.87,32.09,2410,7.2,77,78,4.8,Yes,Yes,503.11
786,Drama,2025,130,67.04,22.14,36.92,1943,6.6,90,79,2.6,Yes,Yes,363.03
787,Romance,2013,116,10.82,5.77,19.8,1702,7.1,78,85,7.4,Yes,Yes,213.3
788,Drama,2011,120,20.3,6.55,26.74,1903,8.4,90,99,8.6,Yes,Yes,358.05
789,Romance,2013,101,244.7,90.47,97.31,3806,7.3,90,96,4.4,No,No,741.82
790,Comedy,2020,122,39.57,14.38,37.58,1475,6.3,66,84,9.9,Yes,Yes,399.04
791,Fantasy,2025,103,10.71,4.33,9.66,2246,7.9,74,89,2.6,No,No,258.78
792,Animation,2010,107,21.43,9.63,22.47,1871,7.4,91,69,7.3,No,No,350.19
793,Drama,2021,85,276.51,66.37,128.06,4296,6.2,64,57,5.6,Yes,Yes,1166.39
794,Drama,2015,100,34.83,12.59,17.3,1824,5.8,56,79,5.6,Yes,Yes,297.22
795,Adventure,2010,104,116.83,56.12,65.66,3089,6.3,92,83,5.7,No,No,962.12
796,Romance,2019,121,59.5,19.95,40.52,2435,7.8,84,84,4.1,No,No,293.41
797,Sci-Fi,2015,127,40.13,10.49,32.82,2768,6.9,82,68,7.7,No,No,547.45
798,Fantasy,2010,103,91.05,37.5,47.87,2860,7.2,80,75,7.8,Yes,Yes,1051.53
799,Romance,2015,112,11.68,5.6,1.0,1804,6.0,59,74,4.3,Yes,Yes,138.14
800,Adventure,2019,149,21.55,3.78,34.62,1624,7.8,93,92,8.7,Yes,No,700.31
801,Action,2017,118,39.94,18.4,29.81,2592,5.5,66,76,4.5,No,No,373.3
802,Romance,2020,104,22.98,11.0,22.21,1866,6.6,67,74,7.8,No,No,233.36
803,Animation,2011,81,37.71,12.62,13.97,2054,7.4,86,84,3.0,No,No,273.57
804,Fantasy,2011,98,95.8,52.05,47.62,2576,6.2,65,84,3.3,No,No,633.01
805,Adventure,2023,97,59.93,27.85,34.44,2139,7.6,73,69,4.5,Yes,Yes,861.65
806,Action,2025,155,130.61,60.01,74.05,2898,6.4,60,79,6.8,No,No,1035.18
807,Horror,2024,98,62.45,28.05,36.03,3325,6.1,72,70,7.2,No,No,277.39
808,Adventure,2022,116,104.84,22.04,44.13,2220,8.1,85,99,5.2,Yes,No,1018.61
809,Horror,2021,122,52.76,12.5,51.41,1868,7.2,95,89,2.6,No,No,248.89
810,Fantasy,2013,137,37.47,12.57,28.84,2829,7.5,83,81,5.0,No,No,370.88
811,Drama,2020,115,143.98,36.8,64.48,2908,7.9,79,86,7.5,No,No,462.76
812,Adventure,2012,105,34.68,10.96,34.68,1887,5.0,60,41,7.4,No,No,419.58
813,Comedy,2013,103,68.77,34.76,34.67,2936,7.6,71,95,3.3,Yes,Yes,513.07
814,Horror,2022,122,90.66,43.49,48.41,1906,6.5,72,79,2.1,No,No,335.72
815,Animation,2021,101,95.04,38.21,57.78,3066,6.6,77,91,8.0,Yes,Yes,1171.69
816,Comedy,2016,93,25.79,12.72,12.27,2055,7.4,84,82,2.9,No,No,157.89
817,Thriller,2022,105,108.97,50.51,47.44,3013,6.8,89,88,2.7,Yes,Yes,752.05
818,Thriller,2020,89,29.11,9.36,15.78,2285,7.6,98,78,2.0,No,No,194.23
819,Action,2010,152,93.16,21.47,61.45,2324,7.1,86,59,5.5,No,No,755.44
820,Drama,2015,127,77.88,27.7,52.0,3027,7.2,92,83,6.0,No,No,360.85
821,Fantasy,2024,147,93.64,41.62,38.55,2368,6.7,98,74,7.1,Yes,No,890.35
822,Adventure,2024,125,25.13,8.16,15.14,2231,6.2,60,65,4.4,Yes,Yes,415.09
823,Sci-Fi,2025,145,80.6,33.59,42.85,3144,6.5,74,85,7.7,No,No,697.57
824,Animation,2012,122,111.38,20.91,38.19,3492,7.0,73,93,3.4,No,No,646.92
825,Horror,2020,130,62.37,28.02,53.09,2228,8.6,98,99,8.7,No,No,445.11
826,Fantasy,2019,75,32.31,15.35,37.27,2322,8.3,94,93,6.6,Yes,Yes,689.93
827,Comedy,2016,97,100.0,43.27,54.47,2520,6.6,66,79,6.7,No,No,440.61
828,Thriller,2019,116,59.23,31.8,20.66,3585,7.1,79,77,3.7,No,No,381.24
829,Animation,2011,116,18.52,8.9,20.65,2357,6.9,87,86,2.6,No,No,270.52
830,Sci-Fi,2023,113,30.72,15.71,8.97,2119,7.2,67,70,5.7,No,No,298.9
831,Adventure,2011,124,39.07,20.45,30.97,2308,7.3,73,75,6.9,No,No,493.43
832,Action,2022,125,146.37,68.87,60.07,3321,7.5,74,80,2.8,Yes,No,1200.0
833,Sci-Fi,2013,132,130.58,54.8,95.78,3194,4.8,59,65,9.6,Yes,Yes,1200.0
834,Animation,2010,128,130.3,19.84,62.99,2853,7.4,94,83,9.8,No,No,879.5
835,Sci-Fi,2012,139,63.97,21.52,22.57,2179,6.8,56,92,6.4,Yes,No,619.95
836,Animation,2022,139,99.6,37.7,44.41,2620,6.5,74,84,9.6,No,No,708.01
837,Animation,2018,118,26.2,7.12,21.25,1466,7.7,76,82,3.4,No,No,321.71
838,Romance,2016,157,55.24,15.31,26.22,2656,8.3,98,99,2.2,No,No,222.67
839,Horror,2024,142,73.77,39.43,45.73,2063,7.7,83,85,2.3,No,No,342.29
840,Thriller,2016,99,27.35,13.86,37.35,1516,6.7,76,83,6.7,Yes,Yes,416.86
841,Romance,2022,123,63.04,30.87,42.71,2360,6.2,70,82,2.5,Yes,Yes,432.39
842,Adventure,2022,78,164.62,51.43,107.7,3217,4.7,66,69,9.7,No,No,1200.0
843,Romance,2020,82,79.09,12.3,23.65,2637,7.2,98,86,3.1,Yes,No,380.44
844,Drama,2013,105,99.86,18.18,50.12,2415,7.6,73,99,4.4,No,No,330.35
845,Drama,2025,97,11.17,3.07,23.96,1704,7.0,68,86,8.6,No,No,187.34
846,Thriller,2011,105,151.41,23.66,102.62,3509,7.8,89,91,3.7,Yes,Yes,1192.73
847,Sci-Fi,2024,122,48.73,7.64,11.25,2554,6.0,60,69,3.9,Yes,Yes,499.39
848,Horror,2023,140,33.37,17.24,34.13,2395,7.0,87,76,7.1,No,No,318.04
849,Thriller,2013,138,49.1,21.23,38.54,2259,6.9,88,85,4.2,No,No,286.67
850,Animation,2015,123,20.95,5.73,15.69,2073,7.0,73,83,3.7,Yes,No,363.84
851,Comedy,2020,93,108.69,22.07,66.32,2893,8.0,80,94,4.0,No,No,452.6
852,Horror,2020,104,44.23,15.69,53.35,1870,7.0,75,86,5.9,No,No,277.72
853,Horror,2012,128,34.03,5.18,36.85,2843,6.9,78,83,9.7,No,No,325.82
854,Animation,2010,98,49.31,25.91,46.83,2910,6.4,75,94,8.7,Yes,No,767.1
855,Animation,2023,90,113.75,35.94,43.47,3221,8.2,67,89,4.3,Yes,No,1029.56
856,Action,2021,125,59.91,18.63,16.12,2126,6.0,58,76,4.9,No,No,369.6
857,Thriller,2017,114,22.0,6.74,9.06,2268,6.7,71,77,5.7,No,No,228.91
858,Animation,2021,111,74.41,13.22,49.18,2959,8.5,85,75,9.8,No,No,708.09
859,Drama,2022,137,30.07,12.19,12.36,1459,7.5,54,85,3.4,No,No,132.45
860,Adventure,2014,137,13.54,6.0,20.69,2769,7.1,60,75,4.9,No,No,277.92
861,Comedy,2024,151,145.44,61.15,70.05,2239,7.1,66,82,7.8,Yes,Yes,905.27
862,Thriller,2025,102,74.03,15.2,55.54,2819,6.3,70,75,9.7,No,No,454.21
863,Fantasy,2014,124,52.27,19.94,16.12,2997,7.0,74,85,3.2,No,No,436.36
864,Drama,2020,115,43.93,16.6,37.18,2139,6.8,70,75,3.8,No,No,224.71
